date,year,type,country,area,location,activity,sex,age,injury,fatal (y/n),species,month,sex_count,hemisphere,season_hemisphere
Aug,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,37,Minor injury to ankle,N,,Aug,1.0,North Hemisphere,summer
Aug,2016,Unprovoked,REUNION,,Boucan Canot,Surfing,M,20,"Right arm severed, ankle severely bitten ",N,"Bull shark, 3.5 m",Aug,1.0,,
Aug,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Wading,M,49,Minor injury to ankle,N,,Aug,1.0,North Hemisphere,summer
Aug,2016,Unprovoked,BAHAMAS,New Providence Island,Nassau,Snorkeling,M,15,Lacerations to left leg,N,,Aug,1.0,North Hemisphere,summer
Aug,2016,Unprovoked,USA,Hawaii,Maui,SUP Foil boarding,M,21,"No inury, shark & board collided",N,"Tiger shark, 10' ",Aug,1.0,North Hemisphere,summer
Aug,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,22,Big toe bitten,N,Blacktip shark,Aug,1.0,North Hemisphere,summer
Jul,2016,Unprovoked,SPAIN,Alicante Province,Arenales del Sol,Swimming,M,40,Lacerations to right hand,N,Blue shark,Jul,1.0,North Hemisphere,summer
Jul,2016,Unprovoked,CHINA,Hong Kong,,Swimming,M,72,Lacerations to leg,N,,Jul,1.0,North Hemisphere,summer
Jul,2016,Provoked,USA,Florida,"Florida Keys, Monroe County",Lobstering,M,43,Laceration to left forearm PROVOKED INCIDENT,N,"Nurse shark, 4'",Jul,1.0,North Hemisphere,summer
Jul,2016,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,M,18,"No injury. Leg rope severed, knocked off board by shark",N,,Jul,1.0,South Hemisphere,winter
Jul,2016,Unprovoked,JAPAN,Kochi Prefecture,Irino Beach,Surfing,M,29,Lacerations to left leg,N,,Jul,1.0,North Hemisphere,summer
Jul,2016,Unprovoked,AUSTRALIA,Tasmania,Clifton Beach,Surfing,M,36,Calf bumped but no injury,N,,Jul,1.0,South Hemisphere,winter
Jul,2016,Provoked,AUSTRALIA,Queensland,"20 k off The Spit, off the Gold Coast",Fishing,M,31,Laceration to left calf from hooked shark PROVOKED INCIDENT,N,"reef shark, 1m",Jul,1.0,South Hemisphere,winter
Jul,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,9,Minor injury to leg,N,,Jul,0.0,North Hemisphere,summer
Jul,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",,F,11,Minor injury to toes,N,,Jul,0.0,North Hemisphere,summer
Jul,2016,Unprovoked,USA,California,"Surfside, Orange County",Kite surfing,M,61,"No injury, board damaged",N,"White shark, 10' to 12'",Jul,1.0,North Hemisphere,summer
Jul,2016,Unprovoked,SPAIN,Canary Islands,"Las Teresitas, Tenerife",Wading,F,10,"5 tiny puncture marks to lower leg, treated with hydrogen peroxide",N,Angel shark,Jul,0.0,North Hemisphere,summer
Jul,2016,Provoked,USA,Massachusetts,"Off Gloucester, Essec County",Fishing,M,59,Fin of hooked shark injured fisherman's forearm. . PROVOKED INCIDENT,N,dogfish shark,Jul,1.0,North Hemisphere,summer
Jul,2016,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,F,42,"Buttocks, thigh, left hand & wrist injured",N,,Jul,0.0,North Hemisphere,summer
Jul,2016,Provoked,AUSTRALIA,Queensland,Palm Cove ,Fishing,M,34,Right thigh injured by hooked pregnant female shark PROVOKED INCIDENT,N,Tawny nurse shark,Jul,1.0,South Hemisphere,winter
Jun,2016,Unprovoked,USA,South Carolina,Sullivan's Island,,M,35,Minor injury,N,3' to 4' shark,Jun,1.0,North Hemisphere,summer
Jun,2016,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Surfing,M,11,Foot injured,N,,Jun,1.0,North Hemisphere,summer
Jun,2016,Unprovoked,COLUMBIA,Isla Provedencia,,Scuba Diving,M,59,Severe bite to right hand,N,"Caribbean reef shark, 4.5'",Jun,1.0,North Hemisphere,summer
Jun,2016,Unprovoked,SOUTH AFRICA,Western Cape Province,Ryspunt,Spearfishing,M,43,Injuries to left leg & right hand,N,White shark,Jun,1.0,South Hemisphere,winter
Jun,2016,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Floating,M,42,Lacerations and punctures to foot,N,3' to 5' shark,Jun,1.0,North Hemisphere,summer
Jun,2016,Provoked,AUSTRALIA,Western Australia,Coral Bay,Spearfishing,M,19,No injury but shark punctured his wetsuit after he prodded it with his spear PROVOKED INCIDENT,N,5' shark,Jun,1.0,South Hemisphere,winter
Jun,2016,Unprovoked,USA,Texas,"Pirates Beach, Galveston",Floating in tube,F,6,Injury to lower leg,N,3' to 4' shark,Jun,0.0,North Hemisphere,summer
Jun,2016,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Standing,M,19,Laceration to wrist,N,3' shark,Jun,1.0,North Hemisphere,summer
Jun,2016,Invalid,USA,South Carolina,"Folly Beach, Charleston County",Surfing,M,27,"No injury, board damaged",,Said to involve an 8' shark but more likely damage caused by debris,Jun,1.0,North Hemisphere,summer
Jun,2016,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Swimming,M,64,Leg bitten,N,,Jun,1.0,North Hemisphere,summer
Jun,2016,Unprovoked,AUSTRALIA,Western Australia,Mindarie,Diving,F,60,FATAL,Y,3+ m shark,Jun,0.0,South Hemisphere,winter
Jun,2016,Unprovoked,EGYPT,Suez,Ain Sokhna,Swimming,M,23,"Leg severely bitten, surgically amputated",N,Mako shark,Jun,1.0,South Hemisphere,winter
May,2016,Unprovoked,AUSTRALIA,Western Australia,"Falcon Beach, Mandurah",Surfing,M,29,FATAL,Y,White shark,May,1.0,South Hemisphere,autumn
May,2016,Unprovoked,USA,California,"Corona Del Mar, Newport, Orange County",Swimming,F,52,Injuries to arm and shoulder,N,,May,0.0,North Hemisphere,spring
May,2016,Unprovoked,USA,Florida,"Neptune, Duval County",Swimming,M,13,Injury to posterior right leg,N,5' shark,May,1.0,North Hemisphere,spring
May,2016,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Swimming,F,57,Puncture wounds to thigh,N,,May,0.0,North Hemisphere,spring
May,2016,Unprovoked,USA,Florida,"St. Petersburg, Pinellas County",Swimming,F,22,Lacerations and puncture wounds to foot and ankle,N,"Bull shark, 4' to 5'",May,0.0,North Hemisphere,spring
May,2016,Unprovoked,USA,Florida,"Hugenot Beach , Jacksonville, Duval County",Swimming,F,11,"Back, arm & hand injured",N,,May,0.0,North Hemisphere,spring
May,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Swimming,M,48,Ankle bitten,N,"Blacktip shark, 4'",May,1.0,North Hemisphere,spring
May,2016,Provoked,USA,Florida,"Boca Raton, Palm Beach County",Teasing a shark,F,23,Arm grabbed PROVOKED INCIDENT,N,"Nurse shark, 2'",May,0.0,North Hemisphere,spring
May,2016,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",Floating,M,59,Minor lacerations to right shoulder,N,,May,1.0,North Hemisphere,spring
May,2016,Provoked,NEW ZEALAND,North Island,Cormandel,Fishing,M,39,Foot bitten by landed shark PROVOKED INCIDENT,N,"Mako shark, 1.5 m [5'] ",May,1.0,South Hemisphere,autumn
Apr,2016,Unprovoked,INDONESIA,Bali,Balian,Surfing,M,24,Elbow bitten,N,"Bull shark, 6'",Apr,1.0,South Hemisphere,autumn
Apr,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15,Minor injury to left foot,N,,Apr,1.0,North Hemisphere,spring
Apr,2016,Unprovoked,AUSTRALIA,New South Wales,"First Sun Beach, Byron Bay",Swimming,M,12,Minor puncture wound to foot,N,Wobbegong shark,Apr,1.0,South Hemisphere,autumn
Apr,2016,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,Spearfishing,M,22,Laceration to knee by speared shark PROVOKED INCIDENT,M,"Grey reef shark, 2 m",Apr,1.0,South Hemisphere,autumn
Apr,2016,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,Spearfishing,M,26,"Severe lacerations to right forearm, hand and calf from speared shark PROVOKED INCIDENT",N,"Grey reef shark, 2 m",Apr,1.0,South Hemisphere,autumn
Apr,2016,Unprovoked,USA,Florida,"Off Singer Island, Palm Beach County",Spearfishing,M,26,Multiple bites to right arm,N,"Bull shark, 7'",Apr,1.0,North Hemisphere,spring
Apr,2016,Unprovoked,NEW CALEDONIA,Grand Terre,Poe Beach,Walking,F,69,FATAL,Y,"Tiger shark, 2.5 m",Apr,0.0,South Hemisphere,autumn
Apr,2016,Invalid,CAPE VERDE,Boa Vista Island,,,M,60,"""Serious""",,Shark involvement not confirmed,Apr,1.0,South Hemisphere,autumn
Apr,2016,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Fishing,M,34,Left hand bitten,N,5' to 6' shark,Apr,1.0,North Hemisphere,spring
Mar,2016,Unprovoked,USA,Hawaii,"Olowalu, Maui",Snorkeling,F,46,Minor injury to left foot,N,,Mar,0.0,North Hemisphere,spring
Mar,2016,Unprovoked,AUSTRALIA,New South Wales,Bombo Beach,Surfing,M,22,Severe injury to thigh,N,,Mar,1.0,South Hemisphere,autumn
Mar,2016,Unprovoked,AUSTRALIA,New South Wales,North Cronulla Beach,Surfing,M,41,"No injury, board dented",N,,Mar,1.0,South Hemisphere,autumn
Mar,2016,Provoked,BAHAMAS,,,,M,9,Minor injury to chest PROVOKED INCIDENT,N,"Nurse shark, 2.5-ft",Mar,1.0,North Hemisphere,spring
Mar,2016,Unprovoked,USA,Florida,"Vero Beach, St. Lucie County",Body surfing,M,19,Lacerations to right foot and ankle,N,,Mar,1.0,North Hemisphere,spring
Mar,2016,Unprovoked,Fiji,Vanua Levu,,Diving for beche-de-mer,M,45,FATAL,Y,,Mar,1.0,South Hemisphere,autumn
Mar,2016,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",,M,12,Superficial injury to foot,N,,Mar,1.0,North Hemisphere,spring
Mar,2016,Unprovoked,BRAZIL,Santa Catarina State,Escalerio Beach Balneário Camboriú,Swimming,M,41,Minor injury to head,N,Sandtiger shark,Mar,1.0,South Hemisphere,autumn
Feb,2016,Unprovoked,NEW CALEDONIA,South Province,"Ricaudy Reef, Noumea",Kite surfing,M,21,Puncture wounds to right thigh,N,,Feb,1.0,South Hemisphere,summer
Feb,2016,Unprovoked,NEW CALEDONIA,South Province,Yate,Spearfishing,M,31,Forearm bitten,N,,Feb,1.0,South Hemisphere,summer
Feb,2016,Invalid,CAYMAN ISLANDS,Grand Cayman,Stingray City Bar,Feeding stingrays?,M,65,Minor injury to wrist from Southern stingray,,No shark involvement,Feb,1.0,North Hemisphere,winter
Feb,2016,Unprovoked,AUSTRALIA,Queensland,Stradbroke Island,Walking,F,45,Foot nipped,N,,Feb,0.0,South Hemisphere,summer
Feb,2016,Unprovoked,AUSTRALIA,New South Wales,Hams Beach,Windsurfing,M,40,"No injury, shark bit board",N,,Feb,1.0,South Hemisphere,summer
Feb,2016,Unprovoked,BRAZIL,Balneário Camboriú,Estaleirinho beach,Swimming,M,41,Lacerations to scalp,N,Sandtiger shark,Feb,1.0,South Hemisphere,summer
Jan,2016,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai, ",Surfing,F,15,No injury,N,,Jan,0.0,North Hemisphere,winter
Jan,2016,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",Paddle boarding,M,48,No injury,N,"Tiger shark, 14'",Jan,1.0,North Hemisphere,winter
Jan,2016,Unprovoked,AUSTRALIA,Queensland,Heron Island,Wading,M,11,Laceration to right calf,N,Blacktip shark,Jan,1.0,South Hemisphere,summer
Jan,2016,Unprovoked,AUSTRALIA,Queensland,Miall Island,Spearfishing,M,31,Lacerations to arms & leg,N,3 m shark,Jan,1.0,South Hemisphere,summer
Dec,2015,Unprovoked,SPAIN,Grand Canary Island,"Arinaga Beach, Aguimes, Gran Canaria",Swimming,F,38,Lacerations to left forearm,N,"Silky shark, 6.5'",Dec,0.0,North Hemisphere,winter
Dec,2015,Unprovoked,USA,Hawaii,La'aloa Beach Park,Paddle boarding,M,71,"No injury, shark bit board",N,9' shark,Dec,1.0,North Hemisphere,winter
Dec,2015,Unprovoked,AUSTRALIA,New South Wales,Bondi Beach,Surfing,M,43,"No injury, shark leapt on surfboard",N,"Bronze whaler shark, 6'",Dec,1.0,South Hemisphere,summer
Dec,2015,Unprovoked,BRAZIL,Pernambuco,Fernano de Noronha,Scuba diving,M,32,Right hand & part of forearm removed,N,"Tiger shark, 1.5 m ",Dec,1.0,South Hemisphere,summer
Dec,2015,Unprovoked,ARUBA,,Boat capsized,Sea disaster,M,58,FATAL,Y,,Dec,1.0,North Hemisphere,winter
Dec,2015,Unprovoked,BAHAMAS,,Off Andros Island,Lobster fishing,M,26,"Bitten on thigh, abdomen & hand",N,Bull shark,Dec,1.0,North Hemisphere,winter
Dec,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mpande,Swimming / Wading,F,22,Lacerations to both hands and forearms,N,,Dec,0.0,South Hemisphere,summer
Nov,2015,Unprovoked,ECUADOR,Galapagos Islands,"Punta Vicente Roca, Isabella Island",Snorkeling,M,55,Lacerations to left calf,N,Galapagos shark,Nov,1.0,South Hemisphere,spring
Nov,2015,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Surfing,M,28,Lacerations to hand,N,"Spinner shark, 7'",Nov,1.0,North Hemisphere,autumn
Nov,2015,Unprovoked,AUSTRALIA,New South Wales,East Ballina,Surfing,M,20,Injury to left thigh,N,"Bull shark, 2.8 to 3.1 m",Nov,1.0,South Hemisphere,spring
Nov,2015,Invalid,USA,Florida,"Paradise Beach, Melbourne, Brevard County",Surfing,F,9,Lower left leg injured,,Shark involvement not confirmed,Nov,0.0,North Hemisphere,autumn
Nov,2015,Unprovoked,USA,Hawaii,"Kehena Beach, Hawaii",Swimming,M,54,Laceration to right ankle,N,,Nov,1.0,North Hemisphere,autumn
Nov,2015,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Wading,F,28,Injury to right ankle/calf & hand,N,3' to 5' shark,Nov,0.0,North Hemisphere,autumn
Nov,2015,Unprovoked,MOZAMBIQUE,Inhambane Province,Maxixe,Fishing,M,19,"Arms severely injured, surgically amputated",N,,Nov,1.0,South Hemisphere,spring
Oct,2015,Unprovoked,AUSTRALIA,Western Australia,Bald Island,Spearfishing,M,50,Minor injury,N,,Oct,1.0,South Hemisphere,spring
Oct,2015,Unprovoked,USA,Hawaii,"Malaka, Oahu",Body boarding,M,10,"Lacerations & puncture wounds to right thigh, calf & ankle",N,,Oct,1.0,North Hemisphere,autumn
Oct,2015,Unprovoked,SOUTH AFRICA,Western Cape Province,Stil Bay,Surfing,M,42,"Lacerations to right calf, knee & hip",N,"White shark, 3 to 3.5m ",Oct,1.0,South Hemisphere,spring
Oct,2015,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,M,21,Lacerations to left hand,N,5' shark,Oct,1.0,North Hemisphere,autumn
Oct,2015,Unprovoked,USA,Florida,"Deerfield Beach, Broward County",Surfing,M,21,Left foot bitten,N,"Spinner shark, 5'",Oct,1.0,North Hemisphere,autumn
Oct,2015,Unprovoked,MOZAMBIQUE,Inhambane Province,"Nahaduga, Inhambane Bay",Fishing for shrimp,F,35,FATAL,Y,,Oct,0.0,South Hemisphere,spring
Oct,2015,Invalid,USA,Hawaii,"Waikiki, ",Surfing,M,32,Left foot bitten by eel,,No shark involvement,Oct,1.0,North Hemisphere,autumn
Oct,2015,Unprovoked,USA,Hawaii,"Lanikai Beach, Kailua, Oahu",Swimming,M,44,Severe injuries to lower legs. Foot later surgically amputated.,N,"Tiger shark, 7'",Oct,1.0,North Hemisphere,autumn
Oct,2015,Unprovoked,USA,South Carolina,"Shipyard Beach Club, Hilton Head Island, Beaufort County",Boogie boarding,F,9,Laceration to forearm,N,,Oct,0.0,North Hemisphere,autumn
Oct,2015,Unprovoked,USA,Hawaii,"Leftovers, Oahu",Surfing,M,25,"Left leg severed below the knee, defense injuries to left hand",N,"Tiger shark, 13' ",Oct,1.0,North Hemisphere,autumn
Oct,2015,Unprovoked,AUSTRALIA,Western Australia,Pyramids Beach,Surfing,M,18,Foot injured,N,,Oct,1.0,South Hemisphere,spring
Oct,2015,Unprovoked,USA,Florida,"Pepper Park Beach, St. Lucie County",Body boarding,M,22,2 lacerations to ankle,N,,Oct,1.0,North Hemisphere,autumn
Oct,2015,Unprovoked,USA,Texas,Galveston,Wading,M,13,Foot & hands bitten,N,4' to 5' shark,Oct,1.0,North Hemisphere,autumn
Oct,2015,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Severe lacerations to left hand,N,"Blacktip shark, 4' to 5'",Oct,1.0,North Hemisphere,autumn
Sep,2015,Unprovoked,USA,Florida,"Vilano Beach, St.  Johns County",Surfing,M,22,"Laceration to heel, puncture wounds to dorsum of foot",N,"Blacktip shark, 5' to 6'",Sep,1.0,North Hemisphere,autumn
Sep,2015,Unprovoked,AUSTRALIA,Queensland,"Russel Island, Frankland Group",Snorkeling,F,7,Laceration to leg,N,,Sep,0.0,South Hemisphere,spring
Sep,2015,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Minor injury to left ankle,N,juvenile shark,Sep,1.0,North Hemisphere,autumn
Sep,2015,Unprovoked,USA,Hawaii,"Upolu Point, North Kohala, Big Island",Spearfishing,M,27,Severe laceration to left leg,N,"Tiger shark, 13'",Sep,1.0,North Hemisphere,autumn
Sep,2015,Unprovoked,USA,Florida,"Fernandina Beach, Amelia Island, Nassau County",Wading,M,12,Significant injuries to leg,N,4' shark,Sep,1.0,North Hemisphere,autumn
Sep,2015,Unprovoked,USA,Florida,"Vilano Beach, St.  Johns County",Photographing fish,M,16,Injury to right hand / wrist,N,,Sep,1.0,North Hemisphere,autumn
Sep,2015,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Surfing,M,20,Injury to right foot,N,,Sep,1.0,North Hemisphere,autumn
Sep,2015,Unprovoked,AUSTRALIA,New South Wales,North Shelly Beach,Surfing,M,42,Minor laceration to hand,N,6' shark,Sep,1.0,South Hemisphere,spring
Sep,2015,Unprovoked,USA,California,"El Pescador Beach, Los Angeles County",Stand-Up Paddleboarding,F,50,"No injury, shark struck board, tossing her into the sea",N,"White shark, 11' to 12'",Sep,0.0,North Hemisphere,autumn
Sep,2015,Provoked,USA,California,"Deer Creek Beach, Ventura County",Kayak Fishing,M,29,Laceration to dorsum of foot by hooked shark  PROVOKED INCIDENT,N,Hammerhead shark.,Sep,1.0,North Hemisphere,autumn
Sep,2015,Unprovoked,AUSTRALIA,New South Wales,Hallidays Point,Surf-skiing,M,62,Inuries to lower left leg & ankle,N,"White shark, 2.5 m",Sep,1.0,South Hemisphere,spring
Sep,2015,Unprovoked,THAILAND,Phuket,Karon Beach,Wading,F,37,Left foot & ankle bitten,N,small shark,Sep,0.0,North Hemisphere,autumn
Aug,2015,Unprovoked,USA,California,"Morro Strand State Beach, San Luis Obispo County",Surfing,F,54,"No injury, surfboard bitten",N,"White shark, 11' to 12'",Aug,0.0,North Hemisphere,summer
Aug,2015,Unprovoked,USA,California,"Morro Bay, San Luis Obispo County",Surfing,M,21,"No injury, shark struk sufer's leg and his board",N,"White shark, 10' to 12' ",Aug,1.0,North Hemisphere,summer
Aug,2015,Unprovoked,AUSTRALIA,New South Wales,Lighthouse Beach,Surfing,M,38,Severe laceration to left buttock & thigh,N,,Aug,1.0,South Hemisphere,winter
Aug,2015,Unprovoked,USA,South Carolina,"Murrells Inlet, Georgetown County",Surfing,M,15,"Injuries to left calf, arm and hand",N,4' shark,Aug,1.0,North Hemisphere,summer
Aug,2015,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Walking,F,10,Lacerations to right leg,N,3' shark,Aug,0.0,North Hemisphere,summer
Aug,2015,Boating,USA,California,Santa Barbara County,Kayak Fishing,M,22,"No injury, kayak bitten",N,"White shark, 13'",Aug,1.0,North Hemisphere,summer
Aug,2015,Invalid,SPAIN,Alicante,"Poniente Beach, Benidorm",Swimming,M,10,Minor injury when he attempted to touch a fish. ,,Shark involvement not confirmed,Aug,1.0,North Hemisphere,summer
Aug,2015,Provoked,USA,California,Cortes Bank,Spearfishing,M,57,Right hand bitten  PROVOKED INCIDENT,N,Hammerhead shark. 6' to 7',Aug,1.0,North Hemisphere,summer
Jul,2015,Unprovoked,AUSTRALIA,New South Wales,Evans Head,Surfing,M,52,"Lacerations and puncture wounds to hip, thigh, arm and hand",N,White shark,Jul,1.0,South Hemisphere,winter
Jul,2015,Unprovoked,COSTA RICA,Guanacaste,Playa Grande,Surfing,M,47,Minor inuries to toes,N,,Jul,1.0,North Hemisphere,summer
Jul,2015,,AUSTRALIA,Victoria,Tyrendarra Beach,Surfing,M,40,Injury to hand,,,Jul,1.0,South Hemisphere,winter
Jul,2015,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,25,Minor injury to sole of foot,N,"Blacktip or spinner shark, 4'",Jul,1.0,North Hemisphere,summer
Jul,2015,Invalid,USA,South Carolina,"Edisto Beach, Colleton County",Floating,F,35,"2' cut to dorsum of foot, 2 puncture wounds to sole",,"Thought to involve a 3' to 4' shark, but shark involvement not confirmed",Jul,0.0,North Hemisphere,summer
Jul,2015,Unprovoked,AUSTRALIA,Tasmania,"Lachan Island, Mercury Passage",Scallop diving on hookah,M,46,FATAL,Y,"White shark, 3.9 to 4.2 m",Jul,1.0,South Hemisphere,winter
Jul,2015,Provoked,USA,California,"La Jolla, San Diego County",Kayak Fishing,M,31,No injury to occupant. Kayak bitten by gaffed shark. PROVOKED INCIDENT,N,"Mako shark, 100-lb",Jul,1.0,North Hemisphere,summer
Jul,2015,Unprovoked,AUSTRALIA,Victoria,Tyrendarra Beach near Portland,Surfing,M,40,Left hand bitten,N,"Bronze whaler shark, 1.5m",Jul,1.0,South Hemisphere,winter
Jul,2015,Unprovoked,REUNION,,St. Leu,Surfing,M,45,Arm bitten,N,"Bull shark, 2m",Jul,1.0,,
Jul,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,Surfing,M,34,No injury,N,White shark,Jul,1.0,South Hemisphere,winter
Jul,2015,Unprovoked,USA,California,"Huntington Beach, Orange County",Surfing,M,38,"No injury, shark bumped & damaged board",N,"White shark, 7'",Jul,1.0,North Hemisphere,summer
Jul,2015,Invalid,USA,California,"Huntington Beach, Orange County",Treading water,M,39,Laceration to back,,Shark involvement not cofirmed,Jul,1.0,North Hemisphere,summer
Jul,2015,Unprovoked,BAHAMAS,Grand Bahama Island,"Port Lucaya, Freeport",Spearfishing,F,23,Lacerations to lower leg & ankle,N,6' shark,Jul,0.0,North Hemisphere,summer
Jul,2015,Unprovoked,USA,North Carolina,"Off Surf City, Pender County",,M,32,Lacerations to right hand & forearm,N,,Jul,1.0,North Hemisphere,summer
Jul,2015,Unprovoked,AUSTRALIA,New South Wales,Lennox Head,Surfing,M,52,"No injury, shark bit surfboard",N,White shark,Jul,1.0,South Hemisphere,winter
Jul,2015,Unprovoked,AUSTRALIA,New South Wales,East Ballina,Body boarding ,M,32,Significant injuries to lower legs,N,White shark,Jul,1.0,South Hemisphere,winter
Jul,2015,Unprovoked,USA,North Carolina,"Ocracoke, Lifeguard Beach, National Park Service, Hyde County",Swimming,M,68,"Injuries to torso, hip, lower leg & hands",N,6' to 7' shark,Jul,1.0,North Hemisphere,summer
